cell_line,sample,bases_all,bases_deduped,bases_deduped_mapped,coverage_all,coverage_deduped,coverage_deduped_mapped,pileup_covered,assay_type,prop_pileup_cov,eff_cov
NA19914,NA19914-1-0-1-0,4750775892,4347319294,4328729835,1.43963,1.31737,1.31174,38236714,ilmn_1x,0.4517271358668039,0.6009821887084017
NA19914,NA19914-1-1-1-0,4964012052,4503018565,4493034898,1.50425,1.36455,1.36153,46982446,ilmn_1x,0.5550488927368805,0.8097908741710249
NA19914,NA19914-1-2-1-0,4967212648,4368097951,4349949714,1.50522,1.32367,1.31817,41001194,ilmn_1x,0.48438660112736637,0.6623980213024058
NA19922,NA19922-0-0-1-0,2146432384,1963917174,1958111828,0.650434,0.595126,0.593367,22761558,ilmn_0.5x,0.26890421083794325,0.3132107892917707
NA19922,NA19922-0-1-1-0,2476478822,2265288108,2258876044,0.750448,0.686451,0.684508,24797549,ilmn_0.5x,0.29295733378884825,0.34666426665870714
NA19922,NA19922-0-2-1-0,2259298240,2082300872,2074886470,0.684636,0.631,0.628753,24976264,ilmn_0.5x,0.2950686662398124,0.34965487983517113
NA19922,NA19922-1-0-1-0,4476414630,4142953478,4123761378,1.35649,1.25544,1.24962,36474565,ilmn_1x,0.4309091722535982,0.5637152306240063
NA19922,NA19922-1-1-1-0,4217057634,3875995444,3863493399,1.2779,1.17454,1.17076,40592327,ilmn_1x,0.47955626139523216,0.6530734878264952
NA19922,NA19922-1-2-1-0,5020095566,4466530774,4448627610,1.52124,1.35349,1.34807,41141964,ilmn_1x,0.48604965274095346,0.6656286188564501
NA19923,NA19923-0-0-1-0,3885114636,3565100185,3536890063,1.17731,1.08033,1.07178,37756307,ilmn_0.5x,0.44605162520026587,0.5906837828590329
NA19923,NA19923-0-1-1-0,2308873956,2124713148,2104396702,0.699659,0.643852,0.637696,26146263,ilmn_0.5x,0.3088909914855703,0.3694577129322243
NA19923,NA19923-0-2-1-0,2827476812,2612014912,2590197224,0.856811,0.79152,0.784908,33713536,ilmn_0.5x,0.3982904769803803,0.5079804700244687
NA19923,NA19923-1-0-1-0,5760180390,5346654206,5290487491,1.74551,1.6202,1.60318,45645708,ilmn_1x,0.5392567190646261,0.7749142654243222
NA19923,NA19923-1-1-1-0,4979905104,4582277559,4545681954,1.50906,1.38857,1.37748,48097174,ilmn_1x,0.5682182484171445,0.8398350230662194
NA19923,NA19923-1-2-1-0,5651433210,5057042699,5006430670,1.71256,1.53244,1.5171,47559209,ilmn_1x,0.561862749651048,0.8252230607306518
NA19984,NA19984-0-0-1-0,1814778702,1649112525,1643819975,0.549933,0.499731,0.498127,18973077,ilmn_0.5x,0.22414723534533673,0.25379251307088535
NA19984,NA19984-0-1-1-0,1966990326,1788726219,1783947975,0.596058,0.542038,0.54059,20870781,ilmn_0.5x,0.24656664075352577,0.2831147064372953
NA19984,NA19984-0-2-1-0,2033975134,1865146866,1859888593,0.616356,0.565196,0.563603,23046920,ilmn_0.5x,0.272275467032846,0.317832691173932
NA19984,NA19984-1-0-1-0,4034734496,3712804761,3691577634,1.22265,1.12509,1.11866,33875095,ilmn_1x,0.4001991290769884,0.5111575606459224
NA19984,NA19984-1-1-1-0,3934520930,3591628469,3582906709,1.19228,1.08837,1.08573,38809845,ilmn_1x,0.4584980844662698,0.6134086750889364
NA19984,NA19984-1-2-1-0,4140855786,3660651173,3646056419,1.2548,1.10929,1.10487,36153520,ilmn_1x,0.4271163584063006,0.5570726516605555
NA20298,NA20298-0-0-1-0,1964217664,1785376888,1778852631,0.595217,0.541023,0.539046,20362024,ilmn_0.5x,0.24055620422746374,0.2751689613007113
NA20298,NA20298-0-1-1-0,1800066168,1635955442,1630999471,0.545475,0.495744,0.494242,20141664,ilmn_0.5x,0.2379528792749166,0.2717468869855006
NA20298,NA20298-0-2-1-0,2104947852,1928509335,1923123165,0.637863,0.58439700000000006,0.582765,24274921,ilmn_0.5x,0.2867830257778671,0.3379695931892508
NA20298,NA20298-1-0-1-0,3752748338,3449702361,3435055814,1.1372,1.04536,1.04093,33613598,ilmn_1x,0.3971098131162141,0.5060202101430662
NA20298,NA20298-1-1-1-0,4202295270,3831105409,3821782216,1.27342,1.16094,1.15812,41121240,ilmn_1x,0.48580482016554694,0.6651523583007553
NA20298,NA20298-1-2-1-0,4463916964,3940890714,3923407481,1.3527,1.19421,1.18891,37377253,ilmn_1x,0.441573495155962,0.5826322629655243
NA20320,NA20320-0-0-1-0,2455075176,2237738913,2231711295,0.743962,0.678103,0.676276,25242150,ilmn_0.5x,0.29820983368550563,0.35412082802225225
NA20320,NA20320-0-1-1-0,2320520586,2113112271,2108305488,0.703188,0.640337,0.63888,24892243,ilmn_0.5x,0.29407604522947495,0.34824776007995867
NA20320,NA20320-0-2-1-0,2164359708,1986222441,1982108899,0.655867,0.601886,0.600639,25894483,ilmn_0.5x,0.30591647180617154,0.36516296808973586
NA20320,NA20320-1-0-1-0,4800942018,4422977995,4405510617,1.45483,1.3403,1.335,39442005,ilmn_1x,0.4659663995053068,0.6272965197267591
NA20320,NA20320-1-1-1-0,4589726238,4209459465,4201529398,1.39083,1.27559,1.27319,42376604,ilmn_1x,0.5006356443883161,0.6944192781096831
NA20320,NA20320-1-2-1-0,4701469560,4159299530,4147383365,1.42469,1.26039,1.25678,40325833,ilmn_1x,0.4764079110598532,0.6470423540365713
NA20351,NA20351-0-0-1-0,1556103018,1405780857,1400824131,0.471546,0.425994,0.424492,16189496,ilmn_0.5x,0.19126211157180187,0.21228040894754258
NA20351,NA20351-0-1-1-0,2936879634,2645504749,2637785629,0.889964,0.801668,0.799329,29784678,ilmn_0.5x,0.3518750927617631,0.43367184312161583
NA20351,NA20351-0-2-1-0,2420267864,2201840928,2194269184,0.733415,0.667225,0.66493,25740262,ilmn_0.5x,0.3040945105722508,0.3625414189202415
NA20351,NA20351-1-0-1-0,4629084388,4225014277,4208607674,1.40275,1.28031,1.27534,38190888,ilmn_1x,0.4511857491846682,0.5999952356785012
NA20351,NA20351-1-1-1-0,4643209230,4218186057,4207179818,1.40703,1.27824,1.2749,42087769,ilmn_1x,0.49722335829887626,0.6876092597868578
NA20351,NA20351-1-2-1-0,4672649096,4092154058,4074062597,1.41595,1.24005,1.23456,38071775,ilmn_1x,0.4497785525742455,0.597434450106816
NA20357,NA20357-0-0-1-0,1710862918,1558795952,1549941312,0.518443,0.472362,0.469679,18743763,ilmn_0.5x,0.22143812816541117,0.250306815163363
NA20357,NA20357-0-1-1-0,2339366896,2131612791,2123334065,0.708899,0.645943,0.643435,24890588,ilmn_0.5x,0.29405649312021526,0.3482200632744269
NA20357,NA20357-0-2-1-0,2172237076,1996000899,1988739309,0.658254,0.604849,0.602648,25201872,ilmn_0.5x,0.29773399087175223,0.3534430163501924
NA20357,NA20357-1-0-1-0,4063225780,3747609506,3727023223,1.23128,1.13564,1.1294,34368617,ilmn_1x,0.40602957987219157,0.5209257586240742
NA20357,NA20357-1-1-1-0,4473004446,4089671165,4077819024,1.35546,1.23929,1.2357,43777660,ilmn_1x,0.5171876685520295,0.7281272485605601
NA20357,NA20357-1-2-1-0,4371732370,3869225963,3850398679,1.32477,1.17249,1.16679,38911128,ilmn_1x,0.459694638111073,0.6156208142707033
NA20359,NA20359-0-0-1-0,3321111214,3040637019,3036818984,1.0064,0.921405,0.920248,37559406,ilmn_0.5x,0.44372544401274777,0.5864933008810151
NA20359,NA20359-0-1-1-0,3047414654,2794439522,2790080756,0.923459,0.8468,0.845479,34273872,ilmn_0.5x,0.40491026591943663,0.5190430712269533
NA20359,NA20359-0-2-1-0,2772874910,2563704425,2559291299,0.840265,0.77688,0.775543,35647748,ilmn_0.5x,0.42114118656068583,0.5466966766722512
NA20359,NA20359-1-0-1-0,6659348244,6181153894,6163090972,2.01798,1.87308,1.8676,53548331,ilmn_1x,0.6326180171517246,1.0013531470108996
NA20359,NA20359-1-1-1-0,6250699964,5755651749,5746312701,1.89415,1.74414,1.74131,58241780,ilmn_1x,0.6880662513830164,1.1649644578972058
NA20359,NA20359-1-2-1-0,6187670148,5519320592,5505641804,1.87505,1.67252,1.66838,53589098,ilmn_1x,0.6330996369935311,1.0026649582333582
NA20362,NA20362-0-0-1-0,2008135410,1829262622,1822735345,0.608526,0.554322,0.552344,22392081,ilmn_0.5x,0.264539223120153,0.30725806887408535
NA20362,NA20362-0-1-1-0,2005160710,1828272515,1821396428,0.607624,0.554022,0.551938,21924111,ilmn_0.5x,0.2590106427151635,0.29976901642774106
NA20362,NA20362-0-2-1-0,2050241156,1881604658,1875518603,0.621285,0.570183,0.568339,25625358,ilmn_0.5x,0.3027370389333532,0.3605926638102394
NA20362,NA20362-1-0-1-0,5013714004,4619197663,4593043406,1.51931,1.39976,1.39183,40673120,ilmn_1x,0.4805107469320407,0.6549091557252485
NA20362,NA20362-1-1-1-0,5031032798,4594336721,4585167246,1.52456,1.39222,1.38944,48572699,ilmn_1x,0.5738360833148572,0.8529312257709332
NA20362,NA20362-1-2-1-0,5188971550,4593815771,4570253731,1.57242,1.39207,1.38493,44457121,ilmn_1x,0.5252147958690682,0.7448927790511939
NA20412,NA20412-0-0-1-0,2286551022,2077673477,2070000714,0.692894,0.629598,0.627273,24554224,ilmn_0.5x,0.2900827011691417,0.34260679625107643
NA20412,NA20412-0-1-1-0,2084832840,1894450681,1887887768,0.631768,0.574076,0.572087,22348166,ilmn_0.5x,0.2640204129218815,0.30655289558609017
NA20412,NA20412-0-2-1-0,2605797638,2381428701,2374450538,0.789636,0.721645,0.71953,32152723,ilmn_0.5x,0.3798510894819233,0.4777956515262171
NA20412,NA20412-1-0-1-0,3987479952,3663372948,3645577749,1.20833,1.11011,1.10472,34457765,ilmn_1x,0.40708277107236257,0.5227004699498459
NA20412,NA20412-1-1-1-0,4399389228,4007494247,3996468529,1.33315,1.21439,1.21105,43266360,ilmn_1x,0.5111471891172984,0.7156938350568036
NA20412,NA20412-1-2-1-0,4680316876,4134930093,4115798091,1.41828,1.25301,1.24721,39001117,ilmn_1x,0.4607577648543783,0.6175903931756128
NA20502,NA20502-0-0-1-0,1706551566,1596286232,1587360018,0.517137,0.483723,0.481018,20648254,ilmn_0.5x,0.24393771494250988,0.2796315185540968
NA20502,NA20502-0-1-1-0,1099089740,998795691,994793738,0.333057,0.302665,0.301453,13972605,ilmn_0.5x,0.1650718426601246,0.18040959694678005
NA20502,NA20502-0-2-1-0,2077924590,1881169476,1875766998,0.629674,0.570051,0.568414,26617507,ilmn_0.5x,0.31445825080640044,0.3775458785613582
NA20502,NA20502-1-0-1-0,5592118598,5066014062,5052629573,1.69458,1.53516,1.5311,52752739,ilmn_1x,0.6232189224628205,0.9760909563913106
NA20502,NA20502-1-1-1-0,4374342254,3954037076,3941394450,1.32556,1.19819,1.19436,42904732,ilmn_1x,0.5068749291974413,0.7069924438026753
NA20502,NA20502-1-2-1-0,3552575490,3256003638,3248149222,1.07654,0.986668,0.984288,39942698,ilmn_1x,0.4718815682313265,0.6384347178357562
NA20503,NA20503-0-0-1-0,1969723728,1837952219,1825067238,0.596886,0.556955,0.553051,24008165,ilmn_0.5x,0.28363158018410384,0.3335606915428997
NA20503,NA20503-0-1-1-0,1085993208,985412863,978221941,0.329089,0.29861,0.296431,14317135,ilmn_0.5x,0.16914210743549704,0.1852965064944608
NA20503,NA20503-0-2-1-0,1821853052,1647727402,1639638785,0.552077,0.499311,0.49686,23901703,ilmn_0.5x,0.2823738420233756,0.33180651687205426
NA20503,NA20503-1-0-1-0,4650061006,4227598642,4212423142,1.40911,1.28109,1.27649,44995361,ilmn_1x,0.5315735434750719,0.7583761660933582
NA20503,NA20503-1-1-1-0,4534903272,4098192246,4087365546,1.37421,1.24188,1.2386,44605851,ilmn_1x,0.5269718866305146,0.7486004559573476
NA20503,NA20503-1-2-1-0,4123202678,3785931796,3770933268,1.24946,1.14725,1.14271,46706828,ilmn_1x,0.5517927518003624,0.8024995459485766
NA20507,NA20507-0-0-1-0,2153796050,2010979042,2001540183,0.652665,0.609388,0.606527,29808739,ilmn_0.5x,0.3521593485326981,0.43411052109972115
NA20507,NA20507-0-1-1-0,1803649096,1637180656,1631323064,0.54656,0.496115,0.49434,23998584,ilmn_0.5x,0.283518390601737,0.3334026993172034
NA20507,NA20507-0-2-1-0,1928113866,1747019113,1736917213,0.584277,0.5294,0.526339,27060253,ilmn_0.5x,0.3196888358011383,0.38520499106628797
NA20507,NA20507-1-0-1-0,4638473568,4192277477,4183448960,1.4056,1.27039,1.26771,49804760,ilmn_1x,0.588391606750872,0.8876828834684218
NA20507,NA20507-1-1-1-0,4606794070,4147940857,4137884257,1.396,1.25695,1.2539,47569400,ilmn_1x,0.5619831457510271,0.8254978893255419
NA20507,NA20507-1-2-1-0,4493720740,4104833075,4092571120,1.36173,1.24389,1.24017,51984939,ilmn_1x,0.6141481614419197,0.9523018211343759
NA20513,NA20513-0-0-1-0,1872930916,1748327075,1741686397,0.567555,0.529796,0.527784,25872330,ilmn_0.5x,0.30565475707721085,0.36478597398315316
NA20513,NA20513-0-1-1-0,2145261832,1948207436,1941313531,0.650079,0.590366,0.588277,29285344,ilmn_0.5x,0.3459759792118666,0.4246111991655897
NA20513,NA20513-0-2-1-0,2330173110,2112494530,2101630533,0.706113,0.64015,0.636858,31459562,ilmn_0.5x,0.37166211086768963,0.4646772171859696
NA20513,NA20513-1-0-1-0,4711593506,4267001337,4254044178,1.42776,1.29303,1.2891,48283874,ilmn_1x,0.5704239153650504,0.8449564062501133
NA20513,NA20513-1-2-1-0,5443036902,4975734484,4960899791,1.64941,1.5078,1.5033,56930085,ilmn_1x,0.6725699347936566,1.1164807880647083
NA20514,NA20514-0-0-1-0,1763873280,1648350126,1630352738,0.534507,0.4995,0.494046,24233931,ilmn_0.5x,0.28629877142224486,0.33729085158617517
NA20514,NA20514-0-1-1-0,1076103312,976418850,971626563,0.326092,0.295884,0.294432,15648750,ilmn_0.5x,0.18487375817377108,0.20441227979042934
NA20514,NA20514-0-2-1-0,1997257370,1811495358,1805996995,0.60523,0.548938,0.547272,26054545,ilmn_0.5x,0.3078074383997212,0.36789109386538904
NA20514,NA20514-1-0-1-0,4960814476,4492123009,4477678651,1.50328,1.36125,1.35687,46985144,ilmn_1x,0.555080766809861,0.8098625117378593
NA20514,NA20514-1-1-1-0,4513578750,4060120918,4047587616,1.36775,1.23034,1.22654,46371869,ilmn_1x,0.5478355584677238,0.7937093566125183
NA20514,NA20514-1-2-1-0,4287110460,3917025164,3902904248,1.29912,1.18698,1.1827,49027320,ilmn_1x,0.5792069591237697,0.8656141555370467
NA20798,NA20798-0-0-1-0,2379483368,2215876076,2202631413,0.721056,0.671478,0.667464,31894239,ilmn_0.5x,0.37679736899256866,0.47288356266392073
NA20798,NA20798-0-1-1-0,1984278618,1796085808,1788391905,0.601297,0.544268,0.541937,24615869,ilmn_0.5x,0.2908109729367028,0.3436331771757557
NA20798,NA20798-0-2-1-0,1569691206,1418335450,1413739312,0.475664,0.429799,0.428406,20870676,ilmn_0.5x,0.2465654002873794,0.2831130600207809
NA20798,NA20798-1-0-1-0,3750006480,3396670104,3389905002,1.13637,1.02929,1.02724,39278172,ilmn_1x,0.464030882456157,0.6236787360939116
