cell_line,sample,bases_all,bases_deduped,bases_deduped_mapped,coverage_all,coverage_deduped,coverage_deduped_mapped,pileup_covered,assay_type,prop_pileup_cov,eff_cov
HG01890,HG01890-0-0-1-0,2562061092,2329161712,2323065540,0.776382,0.705807,0.703959,26642564,ilmn_0.5x,0.31475427328478117,0.37797777991468234
HG01890,HG01890-0-1-1-0,2075630296,1892231585,1887719403,0.628979,0.573404,0.572036,22833057,ilmn_0.5x,0.2697488973998518,0.3143668278213518
HG01890,HG01890-0-2-1-0,2235937332,2050075811,2046425990,0.677557,0.621235,0.620129,26244707,ilmn_0.5x,0.3100540052885679,0.37114195298812985
HG01890,HG01890-1-0-1-0,3916563406,3604163432,3590196838,1.18684,1.09217,1.08794,35000681,ilmn_1x,0.4134967607707519,0.5335770879213384
HG01890,HG01890-1-1-1-0,4693984490,4283702541,4275560621,1.42242,1.29809,1.29562,45881653,ilmn_1x,0.5420441646351868,0.7809825288520282
HG01890,HG01890-1-2-1-0,4675463132,4129743696,4118391063,1.41681,1.25144,1.248,39719887,ilmn_1x,0.4692492872547337,0.6334628354976171
HG02009,HG02009-0-0-1-0,2277270260,2060648982,2052874898,0.690082,0.624439,0.622083,26287504,ilmn_0.5x,0.31055960747587125,0.37187503577715114
HG02009,HG02009-0-1-1-0,2663921464,2410136066,2404709428,0.807249,0.730344,0.7287,27865837,ilmn_0.5x,0.32920597561132503,0.3992931572589943
HG02009,HG02009-0-2-1-0,2583566512,2359456540,2353803402,0.782899,0.714987,0.713274,27360641,ilmn_0.5x,0.3232376086085704,0.3904350405091718
HG02009,HG02009-1-0-1-0,3845051014,3530702083,3514282343,1.16517,1.06991,1.06493,33725545,ilmn_1x,0.39843235086563683,0.5082162825025862
HG02009,HG02009-1-1-1-0,4830591774,4378542621,4371450151,1.46382,1.32683,1.32468,45533130,ilmn_1x,0.5379267267043618,0.7720318002690724
HG02009,HG02009-1-2-1-0,5356140932,4709917255,4693001782,1.62307,1.42725,1.42212,43258486,ilmn_1x,0.5110541659702827,0.7155035644979717
HG02010,HG02010-0-0-0-0,9198894330,8599427048,8381921212,2.78754,2.60589,2.53998,60282027,ilmn_0.5x,0.7121696545617215,1.2453840507603164
HG02010,HG02010-0-1-1-0,1977376106,1794719560,1788966762,0.599205,0.543854,0.542111,22073189,ilmn_0.5x,0.260771844735838,0.3021486705486358
HG02010,HG02010-0-2-1-0,2087095122,1909387148,1902589128,0.632453,0.578602,0.576542,25819760,ilmn_0.5x,0.3050336970265873,0.3638919195231185
HG02010,HG02010-1-0-1-0,4879059150,4478881668,4454879765,1.4785,1.35724,1.34996,40485312,ilmn_1x,0.4782919901127996,0.6506472156363443
HG02010,HG02010-1-1-1-0,5116106500,4649961346,4640521883,1.55034,1.40908,1.40622,47124872,ilmn_1x,0.5567315082736907,0.8135796163953404
HG02010,HG02010-1-2-1-0,5392158962,4737794875,4715441439,1.63399,1.4357,1.42892,43388164,ilmn_1x,0.5125861771029584,0.7186417777150498
HG02107,HG02107-0-0-1-0,2239243024,2058450271,2052920500,0.678558,0.623773,0.622097,24132354,ilmn_0.5x,0.2850987444722318,0.3356108499823542
HG02107,HG02107-0-1-1-0,2119400062,1948664513,1944818694,0.642242,0.590504,0.589339,23441462,ilmn_0.5x,0.27693657174072334,0.32425833140541643
HG02107,HG02107-0-2-1-0,1782137032,1649970205,1646785917,0.540042,0.499991,0.499026,22551953,ilmn_0.5x,0.26642794506067585,0.30982945181434446
HG02107,HG02107-1-0-1-0,4081642344,3789415819,3777076854,1.23686,1.14831,1.14457,36502908,ilmn_1x,0.4312440154153791,0.5643037864257503
HG02107,HG02107-1-1-1-0,4244470174,3928080629,3920638292,1.2862,1.19033,1.18807,39134438,ilmn_1x,0.4623328142553519,0.6205155240983841
HG02107,HG02107-1-2-1-0,4921868556,4403057320,4390402916,1.49148,1.33426,1.33043,41137557,ilmn_1x,0.4859975886046952,0.6655273221074226
HG02215,HG02215-0-0-1-0,1685570720,1583969464,1574925772,0.510779,0.479991,0.47725,22719868,ilmn_0.5x,0.26841168670801185,0.31253733677017714
HG02215,HG02215-0-1-1-0,1435296676,1315176629,1304859101,0.434938,0.398538,0.395412,18233057,ilmn_0.5x,0.21540466622487958,0.2425871924903394
HG02215,HG02215-0-2-1-0,1669439390,1523833714,1515874504,0.505891,0.461768,0.459356,22503234,ilmn_0.5x,0.26585238058271643,0.309045154216487
HG02215,HG02215-1-0-1-0,4676971018,4250237015,4230583761,1.41726,1.28795,1.282,45825735,ilmn_1x,0.5413835514354385,0.77954104229233
HG02215,HG02215-1-1-1-0,4352656540,3933894129,3919042675,1.31899,1.19209,1.18759,40638531,ilmn_1x,0.48010211375549483,0.6541228592970098
HG02215,HG02215-1-2-1-0,4244576176,3893918993,3880717818,1.28624,1.17998,1.17598,46436038,ilmn_1x,0.5485936486786513,0.7953873444244292
HG02282,HG02282-0-0-1-0,2127122504,1955223802,1946753759,0.644583,0.592492,0.589925,22293106,ilmn_0.5x,0.2633699361026437,0.30566946139005235
HG02282,HG02282-0-1-1-0,3108146854,2850802688,2842029890,0.941863,0.86388,0.861221,31820833,ilmn_0.5x,0.3759301532026491,0.4714929829067352
HG02282,HG02282-0-2-1-0,2461859606,2280033107,2271328108,0.746018,0.690919,0.688281,27931678,ilmn_0.5x,0.3299838187688884,0.40045341579754684
HG02282,HG02282-1-0-1-0,4783422998,4436672185,4415899870,1.44952,1.34445,1.33815,40580652,ilmn_1x,0.4794183333737174,0.652808502896005
HG02282,HG02282-1-1-1-0,4496780302,4154489576,4141305464,1.36266,1.25894,1.25494,41631810,ilmn_1x,0.4918366754070699,0.6769523779711532
HG02282,HG02282-1-2-1-0,4636609926,4150042022,4131813755,1.40503,1.25759,1.25206,39315579,ilmn_1x,0.4644728073812792,0.6245036105166951
HG02568,HG02568-0-0-1-0,2093772342,1922430528,1914291930,0.634476,0.582555,0.580088,22064435,ilmn_0.5x,0.26066842530111933,0.30200877841875895
HG02568,HG02568-0-1-1-0,2045695452,1875562242,1871519670,0.619908,0.568352,0.567127,22229236,ilmn_0.5x,0.26261537826674247,0.3046456481144218
HG02568,HG02568-0-2-1-0,1968705082,1817639095,1813647259,0.596577,0.5508,0.54959,24818135,ilmn_0.5x,0.29320053603731955,0.3470082969371656
HG02568,HG02568-1-0-1-0,3621808688,3357702742,3345379783,1.09752,1.01749,1.01375,31924184,ilmn_1x,0.37715113812355444,0.47345138693524724
HG02568,HG02568-1-1-1-0,3864271502,3552529133,3544802463,1.17099,1.07652,1.07418,39265171,ilmn_1x,0.4638772891193079,0.6233922059034417
HG02568,HG02568-1-2-1-0,3913133894,3497446447,3484927339,1.1858,1.05983,1.05604,33766919,ilmn_1x,0.39892114178316584,0.5090291413791636
HG02759,HG02759-0-0-1-0,1919008264,1760052527,1748484266,0.581518,0.533349,0.529844,20189977,ilmn_0.5x,0.23852364728377667,0.27249616068625127
HG02759,HG02759-0-1-1-0,2041222832,1871015632,1863191567,0.618552,0.566974,0.564604,21339760,ilmn_0.5x,0.25210714144748386,0.29049554849634784
HG02759,HG02759-0-2-1-0,1885170976,1740674697,1732893818,0.571264,0.527477,0.525119,21776496,ilmn_0.5x,0.2572667245227953,0.2974182819212664
HG02759,HG02759-1-0-1-0,4281711908,3964016213,3935794917,1.29749,1.20122,1.19267,35494993,ilmn_1x,0.4193365445969613,0.5435839405578461
HG02759,HG02759-1-1-1-0,3899765562,3592965574,3576575883,1.18175,1.08878,1.08381,37547547,ilmn_1x,0.44358534222198603,0.5862414753222355
HG02759,HG02759-1-2-1-0,3436616248,3068790818,3046871054,1.0414,0.929937,0.923294,29805623,ilmn_1x,0.35212253622305867,0.4340536996210117
HG02760,HG02760-0-0-1-0,2564778488,2326321402,2318217685,0.777206,0.704946,0.70249,25490265,ilmn_0.5x,0.3011410551894139,0.3583063528048271
HG02760,HG02760-0-1-1-0,2436406442,2208945176,2203109630,0.738305,0.669377,0.667609,25580687,ilmn_0.5x,0.3022092973788277,0.3598360741629209
HG02760,HG02760-0-2-1-0,2184607298,1994221364,1990018732,0.662002,0.60431,0.603036,26301943,ilmn_0.5x,0.3107301892919442,0.3721224870784377
HG02760,HG02760-1-0-1-0,4063026762,3727211218,3710621905,1.23122,1.12946,1.12443,34126083,ilmn_1x,0.40316429209745447,0.516113399606082
HG02760,HG02760-1-1-1-0,4096117808,3855226149,3845822473,1.24125,1.16825,1.1654,40406617,ilmn_1x,0.47736229027099214,0.6488667705788522
HG02760,HG02760-1-2-1-0,4048049072,3624603547,3609296224,1.22668,1.09836,1.09373,33809966,ilmn_1x,0.39942969746129386,0.5098755709779175
HG02878,HG02878-0-0-1-0,1446798648,1315694559,1306299037,0.438424,0.398695,0.395848,13976657,ilmn_0.5x,0.16511971283941176,0.1804669330795059
HG02878,HG02878-0-1-1-0,2125761692,1930070071,1923850683,0.64417,0.58487,0.582985,22992294,ilmn_0.5x,0.2716301174736799,0.3169462794212944
HG02878,HG02878-0-2-1-0,1785350010,1635455632,1630489997,0.541015,0.495593,0.494088,21251360,ilmn_0.5x,0.2510627870918605,0.2891001268716764
HG02878,HG02878-1-0-1-0,3636087852,3336469575,3321980219,1.10184,1.01105,1.00666,31948088,ilmn_1x,0.37743353910225147,0.47390489184782214
HG02878,HG02878-1-1-1-0,3857209534,3632450715,3618241917,1.16885,1.10074,1.09644,36351100,ilmn_1x,0.42945056127489867,0.5611554548455107
HG02878,HG02878-1-2-1-0,4332935336,3883386441,3864521709,1.31301,1.17678,1.17107,35357170,ilmn_1x,0.417708308733216,0.5407837690597128
HG02879,HG02879-0-0-1-0,2166141508,1974489590,1966831172,0.656407,0.59833,0.596009,23474332,ilmn_0.5x,0.2773248967143584,0.32479553087060453
HG02879,HG02879-0-1-1-0,1804972460,1647234991,1641970376,0.546961,0.499162,0.497567,19531735,ilmn_0.5x,0.23074720045397754,0.26233562546776196
HG02879,HG02879-0-2-1-0,1658275960,1527445181,1521600575,0.502508,0.462862,0.461091,18045501,ilmn_0.5x,0.21318888652438978,0.2397670676615359
HG02879,HG02879-1-0-1-0,3576102196,3300346298,3282831355,1.08367,1.0001,0.994797,30229578,ilmn_1x,0.3571311250334468,0.44181450249759585
HG02879,HG02879-1-1-1-0,3204016754,3023240007,3012339770,0.970914,0.916133,0.91283,31450994,ilmn_1x,0.3715608888301446,0.46451613524742436
HG02879,HG02879-1-2-1-0,3582519394,3222133734,3210098581,1.08561,0.976404,0.972757,32840938,ilmn_1x,0.3879816362336806,0.49099299076586983
HG02881,HG02881-0-0-1-0,2312741972,2112839716,2106494998,0.700831,0.640254,0.638332,25615097,ilmn_0.5x,0.3026158158559431,0.36041882331139824
HG02881,HG02881-0-1-1-0,2065370752,1889443068,1884703480,0.62587,0.572559,0.571122,23301256,ilmn_0.5x,0.2752801832024368,0.32197015841178234
HG02881,HG02881-0-2-1-0,2480434418,2284694175,2279040886,0.751647,0.692332,0.690618,31321011,ilmn_0.5x,0.3700252744386628,0.462075578557921
HG02881,HG02881-1-0-1-0,3735642756,3447171601,3436206132,1.13201,1.0446,1.04127,35225077,ilmn_1x,0.4161477668791735,0.5381073536482939
HG02881,HG02881-1-1-1-0,4044072940,3824618449,3811769557,1.22548,1.15898,1.15508,41526647,ilmn_1x,0.49059428358466695,0.6745104946400413
HG02881,HG02881-1-2-1-0,4654650500,4195991775,4183668514,1.4105,1.27151,1.26778,41480496,ilmn_1x,0.4900490573644591,0.6734407488011122
HG02882,HG02882-0-0-1-0,2493350656,2259020400,2248163500,0.755561,0.684552,0.681262,27943855,ilmn_0.5x,0.33012767739997917,0.4006681480401659
HG02882,HG02882-0-1-1-0,2316616632,2102395046,2095272829,0.702005,0.637089,0.634931,24890741,ilmn_0.5x,0.2940583006566,0.34822262373242563
HG02882,HG02882-0-2-1-0,2532928360,2311894711,2305566905,0.767554,0.700574,0.698657,32381394,ilmn_0.5x,0.3825526002834477,0.48216139675351166
HG02882,HG02882-1-0-1-0,4686930978,4296886804,4274773156,1.42028,1.30209,1.29539,39600688,ilmn_1x,0.4678410746434673,0.6308131023787926
HG02882,HG02882-1-1-1-0,5229403914,4909223061,4891211479,1.58467,1.48764,1.48219,49997753,ilmn_1x,0.5906716189698179,0.8932375574768131
HG02882,HG02882-1-2-1-0,5532584734,4945230521,4922449302,1.67654,1.49855,1.49165,45918517,ilmn_1x,0.5424796745782376,0.7819339681020245
HG02922,HG02922-0-0-1-0,1988490914,1822810996,1817169183,0.602573,0.552367,0.550657,21500862,ilmn_0.5x,0.2540103945628644,0.29304361260583284
HG02922,HG02922-0-1-1-0,1634048614,1494935938,1491660446,0.495166,0.453011,0.452018,18154362,ilmn_0.5x,0.2144749663830721,0.2414029521355637
HG02922,HG02922-0-2-1-0,2024762926,1867116208,1862089871,0.613565,0.565793,0.56427,22489888,ilmn_0.5x,0.2656947114285292,0.30883041235594055
HG02922,HG02922-1-0-1-0,4465242442,4129481258,4112696551,1.3531,1.25136,1.24627,37271730,ilmn_1x,0.44032685030677143,0.5804023269115742
HG02922,HG02922-1-1-1-0,4006592928,3682078375,3674990435,1.21412,1.11578,1.11363,39560735,ilmn_1x,0.46736907136778605,0.6299265362552907
HG02922,HG02922-1-2-1-0,3738225762,3328684468,3318148594,1.1328,1.00869,1.0055,33929755,ilmn_1x,0.40084488031090665,0.5122347499696595
HG02938,HG02938-0-0-1-0,1800261562,1643241494,1634251558,0.545534,0.497952,0.495228,19935035,ilmn_0.5x,0.23551177185242672,0.2685486518380818
HG02938,HG02938-0-1-1-0,1923216332,1754805126,1748074150,0.582793,0.531759,0.529719,21147372,ilmn_0.5x,0.24983427667633376,0.2874611324292703
HG02938,HG02938-0-2-1-0,1788073144,1645580182,1639661586,0.54184,0.498661,0.496867,19591264,ilmn_0.5x,0.23145047387519815,0.2632502728948199
HG02938,HG02938-1-0-1-0,3197390572,2951287450,2934215994,0.968906,0.89433,0.889156,29755687,ilmn_1x,0.35153259415176447,0.43314353732416816
HG02938,HG02938-1-1-1-0,3723548864,3408865619,3397320008,1.12835,1.03299,1.02949,35329324,ilmn_1x,0.4173793371111946,0.5402189684039502
HG02938,HG02938-1-2-1-0,3694150976,3274580413,3256770567,1.11944,0.992297,0.9869,34031264,ilmn_1x,0.40204410391141543,0.5142382801115708
HG02941,HG02941-0-0-1-0,2104629242,1913723868,1905233742,0.637766,0.579916,0.577344,21329791,ilmn_0.5x,0.25198936804735705,0.2903380872682437
HG02941,HG02941-0-1-1-0,2595413066,2357212227,2348252642,0.786489,0.714307,0.711592,26432390,ilmn_0.5x,0.3122712853623967,0.37436082892923317
HG02941,HG02941-0-2-1-0,1741302404,1597302009,1590322336,0.527667,0.484031,0.481916,20433848,ilmn_0.5x,0.24140473032744444,0.2762868853484731
HG02941,HG02941-1-0-1-0,3577532468,3290564669,3266891493,1.0841,0.997141,0.989967,31153602,ilmn_1x,0.36804751065675606,0.4589410627508721
HG02941,HG02941-1-1-1-0,3946056726,3615631127,3601318290,1.19577,1.09565,1.09131,37258651,ilmn_1x,0.440172335480785,0.5801262845451801
HG02941,HG02941-1-2-1-0,4047237296,3583228943,3556502396,1.22644,1.08583,1.07773,33929056,ilmn_1x,0.4008366223505607,0.5122209673895451
HG02982,HG02982-0-0-1-0,2539869830,2317967025,2308658932,0.769658,0.702414,0.699594,28484938,ilmn_0.5x,0.3365200121036417,0.4102565870869578
HG02982,HG02982-0-1-1-0,1908411990,1743996244,1740207050,0.578307,0.528484,0.527335,21488398,ilmn_0.5x,0.2538631453243068,0.2928462442956099
HG02982,HG02982-0-2-1-0,2702521292,2491219140,2485577025,0.818946,0.754915,0.753205,33854397,ilmn_0.5x,0.3999546036646276,0.5107499660691524
HG02982,HG02982-1-0-1-0,4883310706,4496339080,4485474177,1.47979,1.36253,1.35923,42391595,ilmn_1x,0.50081274751213,0.694773998134636
HG02982,HG02982-1-1-1-0,4365428422,4119796420,4109461074,1.32286,1.24842,1.24529,45442353,ilmn_1x,0.536854290557977,0.7697135671876401
HG02982,HG02982-1-2-1-0,5235376568,4703576916,4692164487,1.58648,1.42533,1.42187,45086069,ilmn_1x,0.5326451644579892,0.760666490681896
HG03052,HG03052-0-0-1-0,2347856418,2142341643,2134486623,0.711472,0.649194,0.646814,26900646,ilmn_0.5x,0.3178032445608897,0.382437165034832
HG03052,HG03052-0-1-1-0,2051944436,1872194187,1864795640,0.621801,0.567332,0.56509,24160456,ilmn_0.5x,0.2854307404688577,0.33607535204671674
HG03052,HG03052-0-2-1-0,2327003016,2146157413,2137875063,0.705152,0.650351,0.647841,29621120,ilmn_0.5x,0.34994282455252046,0.4306949577340125
HG03052,HG03052-1-0-1-0,4277523772,3948929048,3927861528,1.29622,1.19665,1.19026,37805582,ilmn_1x,0.4466337582418195,0.5917352150111572
HG03052,HG03052-1-1-1-0,3813160720,3605109296,3589919451,1.1555,1.09246,1.08785,41280412,ilmn_1x,0.48768527233176057,0.6688161403177789
HG03052,HG03052-1-2-1-0,3961500704,3568812067,3554078242,1.20045,1.08146,1.07699,38974753,ilmn_1x,0.46044630152596594,0.6170129654576171
HG03054,HG03054-0-0-1-0,2507734010,2275227985,2265420082,0.759919,0.689463,0.686491,27231805,ilmn_0.5x,0.3217155448329924,0.38818852863458253
HG03054,HG03054-0-1-1-0,2721149256,2467930410,2461969232,0.824591,0.747858,0.746051,28997904,ilmn_0.5x,0.34258017360122883,0.4194324594012317
HG03054,HG03054-0-2-1-0,2138739840,1961854363,1956103075,0.648103,0.594501,0.592759,25455755,ilmn_0.5x,0.3007333553159686,0.357723143559442
HG03054,HG03054-1-0-1-0,4010494164,3681131303,3670337370,1.2153,1.11549,1.11222,36676158,ilmn_1x,0.4332907845569148,0.5679089543487248
HG03054,HG03054-1-1-1-0,3645192850,3432418146,3421464606,1.1046,1.04013,1.03681,38440817,ilmn_1x,0.4541384012180007,0.6053898174534961
HG03054,HG03054-1-2-1-0,4093922268,3672355636,3660176580,1.24058,1.11284,1.10914,36750082,ilmn_1x,0.4341641199798232,0.5694512074554884
HG03060,HG03060-0-0-1-0,1820530292,1663573040,1658037833,0.551676,0.504113,0.502436,20675794,ilmn_0.5x,0.2442630714917618,0.2800619415247603
HG03060,HG03060-0-1-1-0,2269134078,2078370342,2068844960,0.687616,0.629809,0.626923,24635225,ilmn_0.5x,0.29103964401031646,0.34395566940164973
HG03060,HG03060-0-2-1-0,2122407378,1960609368,1951240120,0.643154,0.594124,0.591285,26465982,ilmn_0.5x,0.31266814001753357,0.3749380466511
HG03060,HG03060-1-0-1-0,3761938500,3479589187,3459180933,1.13998,1.05442,1.04824,34274279,ilmn_1x,0.4049150742024993,0.5190511511890374
HG03060,HG03060-1-1-1-0,3779294138,3578275841,3556800772,1.14524,1.08433,1.07782,38858647,ilmn_1x,0.459074629503183,0.6144739569769248
HG03060,HG03060-1-2-0-0,11696452752,11004860974,10939948943,3.54438,3.33481,3.31514,67946864,ilmn_1x,0.8027217575718261,1.6231401486276156
HG03063,HG03063-0-0-1-0,2960310606,2707471978,2690492783,0.897064,0.820446,0.815301,30495975,ilmn_0.5x,0.36027832941438576,0.44672208693035287
HG03063,HG03063-0-1-1-0,2387014946,2181086431,2176046353,0.723338,0.660935,0.659408,25659852,ilmn_0.5x,0.3031445497833857,0.3611772782279828
HG03063,HG03063-0-2-1-0,2000039394,1843864020,1838725490,0.606073,0.558747,0.55719,24405311,ilmn_0.5x,0.2883234484524116,0.3401317523215643
HG03063,HG03063-1-0-1-0,4447842712,4101891746,4088124925,1.34783,1.243,1.23883,37786269,ilmn_1x,0.4464055951686277,0.5913229816094986
HG03063,HG03063-1-1-1-0,4433388690,4192604845,4179661276,1.34345,1.27049,1.26656,42434643,ilmn_1x,0.5013213150042213,0.6957933084788831
HG03063,HG03063-1-2-1-0,5164322914,4645504732,4629937236,1.56495,1.40773,1.40301,42755162,ilmn_1x,0.5051079147068237,0.7034155496897089
HG03077,HG03077-0-0-1-0,839738784,763583142,762468460,0.254466,0.231389,0.231051,10630959,ilmn_0.5x,0.12559375945818518,0.13421020520358487
HG03077,HG03077-0-1-1-0,1514287796,1379962575,1376560545,0.458875,0.41817,0.41714,17497835,ilmn_0.5x,0.20671878050033057,0.23157749284868862
HG03077,HG03077-0-2-1-0,1372771200,1259394662,1256289951,0.415991,0.381635,0.380694,15766710,ilmn_0.5x,0.18626733328451017,0.2061233861894553
HG03077,HG03077-1-0-1-0,3084564580,2839251792,2830145586,0.934717,0.860379,0.85762,29709406,ilmn_1x,0.3509858321163277,0.43230073218709214
HG03077,HG03077-1-1-1-0,3008661410,2837063198,2828020563,0.911716,0.859716,0.856976,32842523,ilmn_1x,0.38800036136550936,0.49102358693650394
HG03077,HG03077-1-2-1-0,3018726164,2702269122,2694477220,0.914766,0.818869,0.816508,31519109,ilmn_1x,0.3723655969402497,0.4657974427681752
HG03082,HG03082-0-0-1-0,2109618584,1917072142,1910913154,0.639278,0.580931,0.579065,24515349,ilmn_0.5x,0.2896234333458967,0.34196007397702705
HG03082,HG03082-0-1-1-0,2538935442,2314764164,2308317370,0.769374,0.701444,0.69949,27416834,ilmn_0.5x,0.3239014706482259,0.39141646008122355
HG03082,HG03082-0-2-1-0,2390315806,2193301878,2188496605,0.724338,0.664637,0.663181,31179226,ilmn_0.5x,0.3683502316523273,0.45942020244775095
HG03082,HG03082-1-0-1-0,4627009044,4261609278,4247127170,1.40212,1.2914,1.28701,40313960,ilmn_1x,0.47626764387360526,0.646774495900065
HG03082,HG03082-1-1-1-0,4803939670,4529547151,4514561307,1.45574,1.37259,1.36805,47238149,ilmn_1x,0.558069758594301,0.816603234234079
HG03082,HG03082-1-2-1-0,5058264138,4545070253,4533210713,1.53281,1.37729,1.3737,45594154,ilmn_1x,0.5386476620007143,0.7735932372359693
HG03095,HG03095-0-0-1-0,1920859222,1749232018,1743497642,0.582079,0.53007,0.528333,22937396,ilmn_0.5x,0.27098155451649647,0.31605624484707345
HG03095,HG03095-0-1-1-0,2844671484,2588027203,2581617404,0.862022,0.784251,0.782308,30195452,ilmn_0.5x,0.3567279617219083,0.4411875675784251
HG03095,HG03095-0-2-1-0,2311360926,2121188053,2116074740,0.700412,0.642784,0.641235,30480570,ilmn_0.5x,0.3600963353097661,0.44643763787979157
HG03095,HG03095-1-0-1-0,4260743746,3917828031,3900427848,1.2911300000000001,1.18722,1.18195,36964131,ilmn_1x,0.4366928870099909,0.5739303058045286
HG03095,HG03095-1-1-1-0,4122094338,3887061328,3872708174,1.24912,1.1779,1.17355,42002579,ilmn_1x,0.4962169267654423,0.68560951381274
HG03095,HG03095-1-2-1-0,4206214324,3782951811,3769813452,1.27461,1.14635,1.14237,38495863,ilmn_1x,0.45478871264175236,0.6065818762224754
HG03127,HG03127-0-0-1-0,2853293282,2620355095,2610698041,0.864634,0.794047,0.791121,30607862,ilmn_0.5x,0.36160015832601056,0.4487904808509713
HG03127,HG03127-0-1-1-0,1791638556,1644304987,1639699487,0.542921,0.498274,0.496879,20474872,ilmn_0.5x,0.2418893863578188,0.2769259756984242
HG03127,HG03127-0-2-1-0,1758299870,1626161884,1621613009,0.532818,0.492776,0.491398,20273982,ilmn_0.5x,0.23951607927070137,0.2738003105315548
HG03127,HG03127-1-0-1-0,3623540054,3363193102,3347733118,1.09804,1.01915,1.01446,32129113,ilmn_1x,0.3795721618084361,0.47734597732673295
HG03127,HG03127-1-1-1-0,3493113502,3228284417,3218995652,1.05852,0.978268,0.975453,33908103,ilmn_1x,0.40058908437755875,0.5118079133504073
HG03127,HG03127-1-2-1-0,3908461652,3500582868,3485878639,1.18438,1.06078,1.05633,34671461,ilmn_1x,0.4096073677734858,0.5269674850648757
HG03202,HG03202-0-0-1-0,2539421662,2314077114,2309767423,0.769522,0.701235,0.69993,26631529,ilmn_0.5x,0.31462390619977776,0.3777875493442285
HG03202,HG03202-0-1-1-0,2185500010,1993930689,1990627262,0.662273,0.604221,0.60322,24429618,ilmn_0.5x,0.2886106104583181,0.3405353344768431
HG03202,HG03202-0-2-1-0,2145346392,1972673664,1969312555,0.650105,0.59778,0.596761,23999326,ilmn_0.5x,0.2835271565625048,0.33341493412445855
HG03202,HG03202-1-0-1-0,5211751410,4810196355,4796847955,1.57932,1.45764,1.45359,41642145,ilmn_1x,0.4919587727177641,0.6771926786292372
HG03202,HG03202-1-1-1-0,4896079870,4475675787,4468835789,1.48366,1.35627,1.35419,44165911,ilmn_1x,0.5217744516167935,0.7376727992386425
HG03202,HG03202-1-2-1-0,5325889592,4723004878,4711004153,1.61391,1.43121,1.42758,43700732,ilmn_1x,0.5162788439833712,0.726246662221253
HG03298,HG03298-0-0-1-0,2615491234,2392980201,2386635483,0.792573,0.725146,0.723223,28708481,ilmn_0.5x,0.3391609409013692,0.41424494971679127
HG03298,HG03298-0-1-1-0,2147093462,1968085831,1962723066,0.650634,0.59639,0.594765,23295236,ilmn_0.5x,0.27520906314337734,0.3218720286684366
HG03298,HG03298-0-2-1-0,2546520474,2347989147,2342217021,0.771673,0.711512,0.709763,32678002,ilmn_0.5x,0.3860567163096099,0.4878527269412913
HG03298,HG03298-1-0-1-0,4641461858,4294916707,4279442831,1.4065,1.30149,1.2968,39180658,ilmn_1x,0.46287885563902736,0.6215316152027625
HG03298,HG03298-1-1-1-0,4725807740,4336620038,4327206396,1.4320600000000001,1.31413,1.31127,45792695,ilmn_1x,0.5409932180880426,0.7786902936234325
HG03298,HG03298-1-2-1-0,5123445704,4553188315,4540022323,1.55256,1.37975,1.37576,44127398,ilmn_1x,0.5213194604482626,0.7367218361116311
HG03382,HG03382-0-0-1-0,2246685210,2043828035,2037027448,0.680814,0.619342,0.617281,24764048,ilmn_0.5x,0.2925615542043716,0.34610465565867926
HG03382,HG03382-0-1-1-0,2221618606,2022845075,2015249624,0.673218,0.612983,0.610682,24587987,ilmn_0.5x,0.2904815760120027,0.3431688151533035
HG03382,HG03382-0-2-1-0,2589687146,2375023583,2365870265,0.784754,0.719704,0.71693,33182363,ilmn_0.5x,0.3920152186530099,0.49760542800853536
HG03382,HG03382-1-0-1-0,3439442062,3165210811,3152242931,1.04226,0.959155,0.955225,33572224,ilmn_1x,0.3966210221986851,0.5052097924376467
HG03382,HG03382-1-1-1-0,4259929856,4019576210,4000448587,1.29089,1.21805,1.21226,43972628,ilmn_1x,0.5194910133484908,0.7329093480380273
HG03382,HG03382-1-2-1-0,3891080948,3489540842,3475763451,1.17912,1.05744,1.05326,37966051,ilmn_1x,0.4485295331184318,0.5951669922545221
HG03520,HG03520-0-0-1-0,3175979376,2856997916,2847010021,0.962418,0.865757,0.86273,32729837,ilmn_0.5x,0.38666909309720876,0.48885067319179437
HG03520,HG03520-0-1-1-0,2233355232,2012429699,2005511332,0.676774,0.609827,0.607731,24881024,ilmn_0.5x,0.29394350437522454,0.3480600225590849
HG03520,HG03520-0-2-1-0,2378896582,2166471896,2157195362,0.720878,0.656507,0.653696,28455697,ilmn_0.5x,0.3361745600028183,0.40973605563825916
HG03520,HG03520-1-0-1-0,4513520766,4113754457,4094544992,1.36773,1.24659,1.24077,39670995,ilmn_1x,0.46867167896112355,0.6323751417720412
HG03520,HG03520-1-1-1-0,5066131540,4585640329,4568492014,1.53519,1.38959,1.38439,47005591,ilmn_1x,0.5553223269174337,0.8104055894212605
HG03520,HG03520-1-2-1-0,5060208112,4429755328,4407723069,1.5334,1.34235,1.33567,42226122,ilmn_1x,0.4988578555631699,0.6908654967077875
HG03521,HG03521-0-0-1-0,2567675876,2329281304,2323374486,0.778084,0.705843,0.704053,26822744,ilmn_0.5x,0.31688291319197825,0.3810890039310209
HG03521,HG03521-0-1-1-0,2435329812,2211528333,2203031412,0.737979,0.67016,0.667585,25568598,ilmn_0.5x,0.3020664783765072,0.35963142198258596
